model_id,family,description,term,estimate,std_error_hc3,statistic,p_value,conf_low_95,conf_high_95
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,is_free,0.304,0.055,5.552,<0.001,0.196,0.411
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,is_early_access,0.452,0.065,6.996,<0.001,0.325,0.579
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,genre_Action,-0.296,0.043,-6.908,<0.001,-0.380,-0.212
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,genre_Adventure,-0.067,0.043,-1.558,0.119,-0.152,0.017
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,genre_Simulation,0.205,0.050,4.108,<0.001,0.107,0.303
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,genre_Sports,0.365,0.107,3.408,<0.001,0.155,0.575
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,genre_Racing,-0.005,0.115,-0.040,0.968,-0.229,0.220
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,genre_RPG,-0.561,0.047,-11.899,<0.001,-0.654,-0.469
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,genre_Strategy,0.065,0.051,1.279,0.201,-0.035,0.165
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,genre_Other,-0.228,0.086,-2.662,0.008,-0.395,-0.060
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,factor(release_period)2009,-0.117,0.165,-0.705,0.481,-0.441,0.207
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,factor(release_period)2010,0.600,0.176,3.399,<0.001,0.254,0.945
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,factor(release_period)2011,0.417,0.174,2.400,0.016,0.077,0.758
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,factor(release_period)2012,0.260,0.174,1.492,0.136,-0.081,0.600
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,factor(release_period)2013,0.218,0.154,1.416,0.157,-0.084,0.519
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,factor(release_period)2014,-0.252,0.130,-1.944,0.052,-0.507,0.002
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,factor(release_period)2015,-0.989,0.126,-7.825,<0.001,-1.236,-0.741
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,factor(release_period)2016,-1.455,0.126,-11.531,<0.001,-1.702,-1.208
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,factor(release_period)2017,-1.757,0.129,-13.625,<0.001,-2.009,-1.504
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,factor(release_period)2018,-1.751,0.136,-12.873,<0.001,-2.017,-1.484
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,factor(release_period)2019,-1.592,0.145,-10.993,<0.001,-1.875,-1.308
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,factor(release_period)2020,-1.524,0.143,-10.621,<0.001,-1.805,-1.243
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,factor(release_period)2021,-1.741,0.142,-12.288,<0.001,-2.019,-1.463
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,factor(release_period)2022,-1.568,0.144,-10.906,<0.001,-1.849,-1.286
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,factor(release_period)2023,-1.780,0.143,-12.460,<0.001,-2.060,-1.500
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,factor(release_period)2024,-1.831,0.124,-14.784,<0.001,-2.074,-1.588
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,factor(release_period)2025,-1.309,0.128,-10.233,<0.001,-1.560,-1.058
H2_M9,H2 sensitivity,Russia sensitivity: 2021 WEF score 70.8; Taiwan and Hong Kong remain uncovered,factor(release_period)2026,-1.443,0.290,-4.983,<0.001,-2.011,-0.876
