model_id,family,description,term,estimate,std_error_hc3,statistic,p_value,conf_low_95,conf_high_95
H1_M4,H1,Price sensitivity: main H1 plus current price,factor(release_period)2023,-5.41550645774574,0.141211504015325,-38.3503206449669,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011125369292898,-5.69227591981851,-5.13873699567297
H1_M4,H1,Price sensitivity: main H1 plus current price,factor(release_period)2024,-5.57676448708462,0.13889863344124,-40.1498873597186,0,-5.84900080613128,-5.30452816803796
H1_M4,H1,Price sensitivity: main H1 plus current price,factor(release_period)2025,-4.53602183037657,0.138721118919605,-32.6988555578579,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000567604656630546,-4.80791022735409,-4.26413343339905
H1_M4,H1,Price sensitivity: main H1 plus current price,factor(release_period)2026,-5.26608215499097,0.232359891733977,-22.6634730963809,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000023468755357746,-5.72149917424119,-4.81066513574075
H1_M4,H1,Price sensitivity: main H1 plus current price,price_current,0.0668357600443445,0.023512570529986,2.84255436720999,0.00447649479027421,0.0207519686216141,0.112919551467075
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,(Intercept),12.1367070919758,0.13561243887624,89.4955300011365,0,11.8709115959227,12.4025025880289
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,tag_female_protagonist,1.23030650182932,0.0359347181491198,34.2372659421973,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000542386022581477,1.15987574846244,1.30073725519619
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,is_early_access,0.203313354002376,0.0374049560295981,5.43546565972425,0.0000000548175460007891,0.130000987341059,0.276625720663693
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,genre_Action,-0.179862489396324,0.026154342969408,-6.8769645487445,0.00000000000616015258093145,-0.231124059655672,-0.128600919136976
H1_M5,H1,Paid-only robustness; is_free omitted because it is constant,genre_Adventure,0.266605218751997,0.025937896813343,10.2785981712615,0.000000000000000000000000912764045209221,0.215767875163128,0.317442562340865
